
# Starting new run with hyperparams:
{
  "learning_rate": 2e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
4.000, 196, None, 1.0518, 0.2340, 0.6709, 0.3470, 0.6130
4.082, 200, 0.3233, None, None, None, None, None
4.286, 210, 0.1592, None, None, None, None, None
4.490, 220, 0.2037, None, None, None, None, None
4.694, 230, 0.2001, None, None, None, None, None
4.898, 240, 0.2661, None, None, None, None, None
5.000, 245, None, 1.1020, 0.2647, 0.5528, 0.3580, 0.7836
5.102, 250, 0.1937, None, None, None, None, None
5.306, 260, 0.1144, None, None, None, None, None
5.510, 270, 0.1235, None, None, None, None, None
5.714, 280, 0.1314, None, None, None, None, None
5.918, 290, 0.1691, None, None, None, None, None

# Starting new run with hyperparams:
{
  "learning_rate": 1e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler": "cosine",
  "fold": 1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.208, 10, 3.2510, None, None, None, None, None
0.417, 20, 3.0316, None, None, None, None, None
0.625, 30, 2.6829, None, None, None, None, None
0.833, 40, 2.7480, None, None, None, None, None
1.000, 48, None, 2.1865, 0.0396, 0.2743, 0.0692, 0.4532
1.042, 50, 2.1811, None, None, None, None, None
1.250, 60, 1.6690, None, None, None, None, None
1.458, 70, 1.3369, None, None, None, None, None
1.667, 80, 1.3119, None, None, None, None, None
1.875, 90, 1.0384, None, None, None, None, None
2.000, 96, None, 1.0763, 0.1516, 0.6119, 0.2431, 0.5648
2.083, 100, 1.1093, None, None, None, None, None
2.292, 110, 0.7773, None, None, None, None, None
2.500, 120, 0.6044, None, None, None, None, None
2.708, 130, 0.4286, None, None, None, None, None
2.917, 140, 0.5719, None, None, None, None, None
3.000, 144, None, 0.9137, 0.2471, 0.6679, 0.3607, 0.6653
3.125, 150, 0.3827, None, None, None, None, None
3.333, 160, 0.4432, None, None, None, None, None
3.542, 170, 0.3364, None, None, None, None, None
3.750, 180, 0.3550, None, None, None, None, None
3.958, 190, 0.2916, None, None, None, None, None
4.000, 192, None, 0.8945, 0.3285, 0.6287, 0.4315, 0.8333
4.167, 200, 0.1965, None, None, None, None, None

# Starting new run with hyperparams:
{
  "learning_rate": 5e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler_type": "linear"
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.208, 10, 3.1649, None, None, None, None, None
0.417, 20, 2.9965, None, None, None, None, None
0.625, 30, 2.7666, None, None, None, None, None
0.833, 40, 2.6435, None, None, None, None, None
1.000, 48, None, 1.9850, 0.0363, 0.3299, 0.0654, 0.1473
1.042, 50, 1.9939, None, None, None, None, None
1.250, 60, 1.5812, None, None, None, None, None
1.458, 70, 1.3973, None, None, None, None, None
1.667, 80, 1.3547, None, None, None, None, None
1.875, 90, 1.1271, None, None, None, None, None
2.000, 96, None, 0.9535, 0.1140, 0.6273, 0.1930, 0.4524
2.083, 100, 0.8690, None, None, None, None, None
2.292, 110, 0.6669, None, None, None, None, None
2.500, 120, 0.5268, None, None, None, None, None
2.708, 130, 0.5206, None, None, None, None, None
2.917, 140, 0.5547, None, None, None, None, None
3.000, 144, None, 0.8112, 0.1981, 0.6293, 0.3013, 0.5686
3.125, 150, 0.4809, None, None, None, None, None
3.333, 160, 0.3539, None, None, None, None, None
3.542, 170, 0.2624, None, None, None, None, None
3.750, 180, 0.3099, None, None, None, None, None
3.958, 190, 0.2703, None, None, None, None, None
4.000, 192, None, 0.9229, 0.3198, 0.6436, 0.4273, 0.8350
4.167, 200, 0.2586, None, None, None, None, None
4.375, 210, 0.1687, None, None, None, None, None
4.583, 220, 0.2673, None, None, None, None, None
4.792, 230, 0.1794, None, None, None, None, None
5.000, 240, 0.1787, None, None, None, None, None
5.000, 240, None, 0.8450, 0.3425, 0.6110, 0.4389, 0.8425
5.208, 250, 0.0856, None, None, None, None, None
5.417, 260, 0.0878, None, None, None, None, None
5.625, 270, 0.0931, None, None, None, None, None
5.833, 280, 0.2372, None, None, None, None, None
6.000, 288, None, 0.9460, 0.3753, 0.6497, 0.4758, 0.8706
6.042, 290, 0.1369, None, None, None, None, None
6.250, 300, 0.0770, None, None, None, None, None
6.458, 310, 0.1220, None, None, None, None, None
6.667, 320, 0.0704, None, None, None, None, None
6.875, 330, 0.0630, None, None, None, None, None
7.000, 336, None, 0.9387, 0.3862, 0.7189, 0.5025, 0.8452
7.083, 340, 0.1752, None, None, None, None, None
7.292, 350, 0.0351, None, None, None, None, None
7.500, 360, 0.0592, None, None, None, None, None
7.708, 370, 0.0915, None, None, None, None, None
7.917, 380, 0.0663, None, None, None, None, None
8.000, 384, None, 1.0343, 0.4950, 0.7047, 0.5815, 0.9118
8.125, 390, 0.1624, None, None, None, None, None
8.333, 400, 0.0261, None, None, None, None, None
8.542, 410, 0.0736, None, None, None, None, None
8.750, 420, 0.1056, None, None, None, None, None
8.958, 430, 0.0475, None, None, None, None, None
9.000, 432, None, 1.1350, 0.5302, 0.7332, 0.6154, 0.9164
9.167, 440, 0.0949, None, None, None, None, None
9.375, 450, 0.0981, None, None, None, None, None
9.583, 460, 0.0242, None, None, None, None, None
9.792, 470, 0.0688, None, None, None, None, None
10.000, 480, 0.0449, None, None, None, None, None
10.000, 480, None, 1.2074, 0.5532, 0.7413, 0.6336, 0.9230
10.000, 480, None, None, None, None, None, None
10.000, 480, None, 0.8112, 0.1981, 0.6293, 0.3013, 0.5686

# Starting new run with hyperparams:
{
  "learning_rate": 5e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler_type": "linear"
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.208, 10, 3.2396, None, None, None, None, None
0.417, 20, 3.0580, None, None, None, None, None
0.625, 30, 2.8958, None, None, None, None, None
0.833, 40, 2.5674, None, None, None, None, None
1.000, 48, None, 2.1317, 0.0791, 0.3611, 0.1298, 0.1215
1.042, 50, 2.1555, None, None, None, None, None
1.250, 60, 1.5937, None, None, None, None, None
1.458, 70, 1.3445, None, None, None, None, None
1.667, 80, 1.2904, None, None, None, None, None
1.875, 90, 1.1026, None, None, None, None, None
2.000, 96, None, 1.0969, 0.1238, 0.7108, 0.2109, 0.3875
2.083, 100, 0.8122, None, None, None, None, None
2.292, 110, 0.6794, None, None, None, None, None
2.500, 120, 0.6400, None, None, None, None, None
2.708, 130, 0.4679, None, None, None, None, None
2.917, 140, 0.6960, None, None, None, None, None
3.000, 144, None, 1.1383, 0.2279, 0.5747, 0.3264, 0.8072
3.125, 150, 0.4022, None, None, None, None, None
3.333, 160, 0.5404, None, None, None, None, None
3.542, 170, 0.3859, None, None, None, None, None
3.750, 180, 0.2925, None, None, None, None, None
3.958, 190, 0.2901, None, None, None, None, None
4.000, 192, None, 1.0054, 0.3875, 0.6938, 0.4973, 0.8711
4.167, 200, 0.3197, None, None, None, None, None
4.375, 210, 0.2896, None, None, None, None, None
4.583, 220, 0.1428, None, None, None, None, None
4.792, 230, 0.1941, None, None, None, None, None
5.000, 240, 0.2839, None, None, None, None, None
5.000, 240, None, 0.7825, 0.2676, 0.6389, 0.3772, 0.7177
5.208, 250, 0.2111, None, None, None, None, None
5.417, 260, 0.1907, None, None, None, None, None
5.625, 270, 0.1568, None, None, None, None, None
5.833, 280, 0.1091, None, None, None, None, None
6.000, 288, None, 1.1600, 0.4947, 0.6994, 0.5795, 0.9082
6.042, 290, 0.0694, None, None, None, None, None
6.250, 300, 0.0795, None, None, None, None, None
6.458, 310, 0.1447, None, None, None, None, None
6.667, 320, 0.1032, None, None, None, None, None
6.875, 330, 0.1075, None, None, None, None, None
7.000, 336, None, 0.9979, 0.4466, 0.7032, 0.5463, 0.8865
7.083, 340, 0.1550, None, None, None, None, None
7.292, 350, 0.0674, None, None, None, None, None
7.500, 360, 0.1822, None, None, None, None, None
7.708, 370, 0.0962, None, None, None, None, None
7.917, 380, 0.0764, None, None, None, None, None
8.000, 384, None, 1.0609, 0.5512, 0.7637, 0.6403, 0.9097
8.125, 390, 0.0636, None, None, None, None, None
8.333, 400, 0.1126, None, None, None, None, None
8.542, 410, 0.1036, None, None, None, None, None
8.750, 420, 0.0647, None, None, None, None, None
8.958, 430, 0.0290, None, None, None, None, None
9.000, 432, None, 1.1929, 0.5806, 0.7561, 0.6568, 0.9188
9.167, 440, 0.1259, None, None, None, None, None
9.375, 450, 0.0994, None, None, None, None, None
9.583, 460, 0.0206, None, None, None, None, None
9.792, 470, 0.0402, None, None, None, None, None
10.000, 480, 0.0464, None, None, None, None, None
10.000, 480, None, 1.2397, 0.6188, 0.7732, 0.6874, 0.9249
10.000, 480, None, None, None, None, None, None
10.000, 480, None, 1.2397, 0.6188, 0.7732, 0.6874, 0.9249

# Starting new run with hyperparams:
{
  "learning_rate": 6e-05,
  "batch_size": 1,
  "epochs": 20,
  "weight_decay": 0.05,
  "dropout_rate": 0.05,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.1,
  "lr_scheduler_type": "linear"
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.208, 10, 3.1403, None, None, None, None, None
0.417, 20, 3.0731, None, None, None, None, None
0.625, 30, 2.9486, None, None, None, None, None
0.833, 40, 2.7952, None, None, None, None, None
1.000, 48, None, 2.4230, 0.0339, 0.2928, 0.0607, 0.4393
1.042, 50, 2.4817, None, None, None, None, None
1.250, 60, 2.1574, None, None, None, None, None
1.458, 70, 1.8527, None, None, None, None, None
1.667, 80, 1.7446, None, None, None, None, None
1.875, 90, 1.4408, None, None, None, None, None
2.000, 96, None, 1.3620, 0.0586, 0.5000, 0.1050, 0.2792
2.083, 100, 1.3125, None, None, None, None, None
2.292, 110, 0.9751, None, None, None, None, None
2.500, 120, 0.9199, None, None, None, None, None
2.708, 130, 0.8469, None, None, None, None, None
2.917, 140, 0.7512, None, None, None, None, None
3.000, 144, None, 1.0917, 0.1635, 0.6464, 0.2610, 0.7192
3.125, 150, 0.5807, None, None, None, None, None
3.333, 160, 0.4722, None, None, None, None, None
3.542, 170, 0.3996, None, None, None, None, None
3.750, 180, 0.5793, None, None, None, None, None
3.958, 190, 0.4491, None, None, None, None, None
4.000, 192, None, 0.8883, 0.2383, 0.5946, 0.3402, 0.8068
4.167, 200, 0.3040, None, None, None, None, None
4.375, 210, 0.2322, None, None, None, None, None
4.583, 220, 0.2475, None, None, None, None, None
4.792, 230, 0.3188, None, None, None, None, None
5.000, 240, 0.2741, None, None, None, None, None
5.000, 240, None, 0.9452, 0.2647, 0.6081, 0.3689, 0.8091
5.208, 250, 0.1448, None, None, None, None, None
5.417, 260, 0.1489, None, None, None, None, None
5.625, 270, 0.0999, None, None, None, None, None
5.833, 280, 0.1809, None, None, None, None, None
6.000, 288, None, 1.0124, 0.2679, 0.5315, 0.3562, 0.7994
6.042, 290, 0.1934, None, None, None, None, None
6.250, 300, 0.1230, None, None, None, None, None
6.458, 310, 0.1334, None, None, None, None, None
6.667, 320, 0.1157, None, None, None, None, None
6.875, 330, 0.1145, None, None, None, None, None
7.000, 336, None, 1.2989, 0.4263, 0.6644, 0.5194, 0.9051
7.083, 340, 0.1453, None, None, None, None, None
7.292, 350, 0.1017, None, None, None, None, None
7.500, 360, 0.1070, None, None, None, None, None
7.708, 370, 0.0478, None, None, None, None, None
7.917, 380, 0.1047, None, None, None, None, None
8.000, 384, None, 1.2938, 0.4850, 0.6577, 0.5583, 0.9369
8.125, 390, 0.1457, None, None, None, None, None
8.333, 400, 0.0593, None, None, None, None, None
8.542, 410, 0.0747, None, None, None, None, None
8.750, 420, 0.1051, None, None, None, None, None
8.958, 430, 0.0485, None, None, None, None, None
9.000, 432, None, 1.5171, 0.4237, 0.5878, 0.4925, 0.9182
9.167, 440, 0.0393, None, None, None, None, None
9.375, 450, 0.0521, None, None, None, None, None
9.583, 460, 0.0929, None, None, None, None, None
9.792, 470, 0.0508, None, None, None, None, None
10.000, 480, 0.0725, None, None, None, None, None
10.000, 480, None, 1.5862, 0.4762, 0.6532, 0.5508, 0.9256
10.208, 490, 0.0587, None, None, None, None, None
10.417, 500, 0.0243, None, None, None, None, None
10.625, 510, 0.0243, None, None, None, None, None
10.833, 520, 0.0542, None, None, None, None, None
11.000, 528, None, 1.6634, 0.5416, 0.6892, 0.6065, 0.9376
11.042, 530, 0.0795, None, None, None, None, None
11.250, 540, 0.0326, None, None, None, None, None
11.458, 550, 0.0209, None, None, None, None, None
11.667, 560, 0.0237, None, None, None, None, None
11.875, 570, 0.0797, None, None, None, None, None
12.000, 576, None, 1.7690, 0.5541, 0.6802, 0.6107, 0.9372
12.083, 580, 0.0980, None, None, None, None, None
12.292, 590, 0.0223, None, None, None, None, None
12.500, 600, 0.0535, None, None, None, None, None
12.708, 610, 0.0205, None, None, None, None, None
12.917, 620, 0.0575, None, None, None, None, None
13.000, 624, None, 1.6566, 0.4833, 0.6194, 0.5429, 0.9268
13.125, 630, 0.0256, None, None, None, None, None
13.333, 640, 0.0069, None, None, None, None, None
13.542, 650, 0.0178, None, None, None, None, None
13.750, 660, 0.0385, None, None, None, None, None
13.958, 670, 0.0649, None, None, None, None, None
14.000, 672, None, 1.8075, 0.5590, 0.6824, 0.6146, 0.9398
14.167, 680, 0.0327, None, None, None, None, None
14.375, 690, 0.0197, None, None, None, None, None
14.583, 700, 0.0250, None, None, None, None, None
14.792, 710, 0.0205, None, None, None, None, None
15.000, 720, 0.0582, None, None, None, None, None
15.000, 720, None, 1.7314, 0.5468, 0.6712, 0.6026, 0.9369
15.208, 730, 0.0571, None, None, None, None, None
15.417, 740, 0.0060, None, None, None, None, None
15.625, 750, 0.0186, None, None, None, None, None
15.833, 760, 0.0216, None, None, None, None, None
16.000, 768, None, 1.8481, 0.5722, 0.6959, 0.6280, 0.9399
16.042, 770, 0.0510, None, None, None, None, None
16.250, 780, 0.0047, None, None, None, None, None
16.458, 790, 0.0264, None, None, None, None, None
16.667, 800, 0.0261, None, None, None, None, None
16.875, 810, 0.0329, None, None, None, None, None
17.000, 816, None, 1.8264, 0.5743, 0.6959, 0.6293, 0.9434
17.083, 820, 0.0705, None, None, None, None, None
17.292, 830, 0.0039, None, None, None, None, None
17.500, 840, 0.0209, None, None, None, None, None
17.708, 850, 0.0173, None, None, None, None, None
17.917, 860, 0.0430, None, None, None, None, None
18.000, 864, None, 1.9030, 0.5924, 0.7005, 0.6419, 0.9466
18.125, 870, 0.0392, None, None, None, None, None
18.333, 880, 0.0173, None, None, None, None, None
18.542, 890, 0.0181, None, None, None, None, None
18.750, 900, 0.0147, None, None, None, None, None
18.958, 910, 0.0196, None, None, None, None, None
19.000, 912, None, 1.9472, 0.5969, 0.7005, 0.6446, 0.9460
19.167, 920, 0.0424, None, None, None, None, None
19.375, 930, 0.0076, None, None, None, None, None
19.583, 940, 0.0368, None, None, None, None, None
19.792, 950, 0.0272, None, None, None, None, None
20.000, 960, 0.0169, None, None, None, None, None
20.000, 960, None, 1.9347, 0.5969, 0.7005, 0.6446, 0.9466
20.000, 960, None, None, None, None, None, None
20.000, 960, None, 1.9472, 0.5969, 0.7005, 0.6446, 0.9460
