
# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "cosine",
  "fold": 1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.2242, None, None, None, None, None
0.408, 20, 3.0278, None, None, None, None, None
0.612, 30, 2.7780, None, None, None, None, None
0.816, 40, 2.7440, None, None, None, None, None
1.000, 49, None, 2.2032, 0.0495, 0.2976, 0.0848, 0.4883
1.020, 50, 2.6056, None, None, None, None, None
1.224, 60, 2.1150, None, None, None, None, None
1.429, 70, 1.8294, None, None, None, None, None
1.633, 80, 1.5221, None, None, None, None, None
1.837, 90, 1.3000, None, None, None, None, None
2.000, 98, None, 1.1565, 0.0835, 0.4283, 0.1397, 0.5286
2.041, 100, 1.5877, None, None, None, None, None
2.245, 110, 0.8164, None, None, None, None, None
2.449, 120, 0.6812, None, None, None, None, None
2.653, 130, 0.8186, None, None, None, None, None
2.857, 140, 0.9297, None, None, None, None, None
3.000, 147, None, 0.8166, 0.1692, 0.6360, 0.2673, 0.6651
3.061, 150, 0.4247, None, None, None, None, None
3.265, 160, 0.3607, None, None, None, None, None
3.469, 170, 0.3644, None, None, None, None, None
3.673, 180, 0.2750, None, None, None, None, None
3.878, 190, 0.3417, None, None, None, None, None
4.000, 196, None, 0.6386, 0.1706, 0.6274, 0.2683, 0.5952
4.082, 200, 0.3249, None, None, None, None, None
4.286, 210, 0.2635, None, None, None, None, None
4.490, 220, 0.1764, None, None, None, None, None
4.694, 230, 0.1594, None, None, None, None, None
4.898, 240, 0.3401, None, None, None, None, None
5.000, 245, None, 0.5835, 0.2727, 0.6809, 0.3895, 0.7898
5.102, 250, 0.1489, None, None, None, None, None
5.306, 260, 0.1191, None, None, None, None, None
5.510, 270, 0.1592, None, None, None, None, None
5.714, 280, 0.1691, None, None, None, None, None
5.918, 290, 0.0808, None, None, None, None, None
6.000, 294, None, 0.6633, 0.4702, 0.7602, 0.5810, 0.8972
6.122, 300, 0.0503, None, None, None, None, None
6.327, 310, 0.0814, None, None, None, None, None
6.531, 320, 0.0990, None, None, None, None, None
6.735, 330, 0.1015, None, None, None, None, None
6.939, 340, 0.0395, None, None, None, None, None
7.000, 343, None, 0.6892, 0.5248, 0.7473, 0.6166, 0.9197
7.143, 350, 0.0535, None, None, None, None, None
7.347, 360, 0.0837, None, None, None, None, None
7.551, 370, 0.0407, None, None, None, None, None
7.755, 380, 0.0561, None, None, None, None, None
7.959, 390, 0.0219, None, None, None, None, None
8.000, 392, None, 0.7777, 0.5367, 0.7366, 0.6209, 0.9268
8.163, 400, 0.0979, None, None, None, None, None
8.367, 410, 0.0331, None, None, None, None, None
8.571, 420, 0.0595, None, None, None, None, None
8.776, 430, 0.0363, None, None, None, None, None
8.980, 440, 0.0921, None, None, None, None, None
9.000, 441, None, 0.8256, 0.5938, 0.7730, 0.6716, 0.9323
9.184, 450, 0.0823, None, None, None, None, None
9.388, 460, 0.0149, None, None, None, None, None
9.592, 470, 0.0102, None, None, None, None, None
9.796, 480, 0.0219, None, None, None, None, None
10.000, 490, 0.0608, None, None, None, None, None
10.000, 490, None, 0.8962, 0.6190, 0.7687, 0.6858, 0.9387
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 0.8962, 0.6190, 0.7687, 0.6858, 0.9387

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.15,
  "dropout_rate": 0.2,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "linear",
  "fold": 4
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.2513, None, None, None, None, None
0.408, 20, 2.9809, None, None, None, None, None
0.612, 30, 2.8354, None, None, None, None, None
0.816, 40, 2.6411, None, None, None, None, None
1.000, 49, None, 2.5029, 0.0254, 0.1905, 0.0448, 0.4440
1.020, 50, 2.3452, None, None, None, None, None
1.224, 60, 1.8964, None, None, None, None, None
1.429, 70, 2.0157, None, None, None, None, None
1.633, 80, 1.5699, None, None, None, None, None
1.837, 90, 1.7640, None, None, None, None, None
2.000, 98, None, 1.7585, 0.0571, 0.3534, 0.0983, 0.5581
2.041, 100, 1.3098, None, None, None, None, None
2.245, 110, 0.9347, None, None, None, None, None
2.449, 120, 0.8959, None, None, None, None, None
2.653, 130, 0.5720, None, None, None, None, None
2.857, 140, 0.6887, None, None, None, None, None
3.000, 147, None, 1.4742, 0.1642, 0.5263, 0.2503, 0.7853
3.061, 150, 0.6213, None, None, None, None, None
3.265, 160, 0.3223, None, None, None, None, None
3.469, 170, 0.3170, None, None, None, None, None
3.673, 180, 0.2026, None, None, None, None, None
3.878, 190, 0.4279, None, None, None, None, None
4.000, 196, None, 1.9435, 0.1470, 0.4160, 0.2173, 0.7928
4.082, 200, 0.3445, None, None, None, None, None
4.286, 210, 0.1288, None, None, None, None, None
4.490, 220, 0.2918, None, None, None, None, None
4.694, 230, 0.2068, None, None, None, None, None
4.898, 240, 0.2624, None, None, None, None, None
5.000, 245, None, 1.5502, 0.2006, 0.5213, 0.2897, 0.7873
5.102, 250, 0.1881, None, None, None, None, None
5.306, 260, 0.1212, None, None, None, None, None
5.510, 270, 0.1177, None, None, None, None, None
5.714, 280, 0.1559, None, None, None, None, None
5.918, 290, 0.0958, None, None, None, None, None
6.000, 294, None, 2.1947, 0.3827, 0.5764, 0.4600, 0.9181
6.122, 300, 0.0957, None, None, None, None, None
6.327, 310, 0.0300, None, None, None, None, None
6.531, 320, 0.0751, None, None, None, None, None
6.735, 330, 0.1065, None, None, None, None, None
6.939, 340, 0.1498, None, None, None, None, None
7.000, 343, None, 1.9964, 0.3960, 0.5915, 0.4744, 0.9123
7.143, 350, 0.0551, None, None, None, None, None
7.347, 360, 0.0725, None, None, None, None, None
7.551, 370, 0.0722, None, None, None, None, None
7.755, 380, 0.0928, None, None, None, None, None
7.959, 390, 0.0149, None, None, None, None, None
8.000, 392, None, 2.2140, 0.4192, 0.6115, 0.4975, 0.9167
8.163, 400, 0.0265, None, None, None, None, None
8.367, 410, 0.0184, None, None, None, None, None
8.571, 420, 0.0295, None, None, None, None, None
8.776, 430, 0.2387, None, None, None, None, None
8.980, 440, 0.0149, None, None, None, None, None
9.000, 441, None, 2.2460, 0.5141, 0.6416, 0.5708, 0.9377
9.184, 450, 0.0253, None, None, None, None, None
9.388, 460, 0.0073, None, None, None, None, None
9.592, 470, 0.0299, None, None, None, None, None
9.796, 480, 0.0449, None, None, None, None, None
10.000, 490, 0.0850, None, None, None, None, None
10.000, 490, None, 2.4060, 0.5359, 0.6366, 0.5819, 0.9442
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 2.4060, 0.5359, 0.6366, 0.5819, 0.9442

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 1,
  "epochs": 10,
  "weight_decay": 0.15,
  "dropout_rate": 0.2,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "linear",
  "fold": 5
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.204, 10, 3.2479, None, None, None, None, None
0.408, 20, 3.0175, None, None, None, None, None
0.612, 30, 2.9248, None, None, None, None, None
0.816, 40, 2.6631, None, None, None, None, None
1.000, 49, None, 2.1519, 0.0334, 0.2875, 0.0599, 0.3848
1.020, 50, 2.4380, None, None, None, None, None
1.224, 60, 2.0737, None, None, None, None, None
1.429, 70, 1.4658, None, None, None, None, None
1.633, 80, 1.5494, None, None, None, None, None
1.837, 90, 1.2917, None, None, None, None, None
2.000, 98, None, 1.1641, 0.1059, 0.5725, 0.1787, 0.5973
2.041, 100, 1.4788, None, None, None, None, None
2.245, 110, 0.5964, None, None, None, None, None
2.449, 120, 0.7222, None, None, None, None, None
2.653, 130, 0.9185, None, None, None, None, None
2.857, 140, 0.5873, None, None, None, None, None
3.000, 147, None, 0.9924, 0.2214, 0.6260, 0.3271, 0.8143
3.061, 150, 0.4862, None, None, None, None, None
3.265, 160, 0.3034, None, None, None, None, None
3.469, 170, 0.3383, None, None, None, None, None
3.673, 180, 0.4602, None, None, None, None, None
3.878, 190, 0.3758, None, None, None, None, None
4.000, 196, None, 0.7879, 0.1702, 0.6209, 0.2671, 0.6727
4.082, 200, 0.3453, None, None, None, None, None
4.286, 210, 0.1525, None, None, None, None, None
4.490, 220, 0.2463, None, None, None, None, None
4.694, 230, 0.1360, None, None, None, None, None
4.898, 240, 0.2858, None, None, None, None, None
5.000, 245, None, 0.8494, 0.2664, 0.6921, 0.3847, 0.7863
5.102, 250, 0.1927, None, None, None, None, None
5.306, 260, 0.1161, None, None, None, None, None
5.510, 270, 0.1454, None, None, None, None, None
5.714, 280, 0.2343, None, None, None, None, None
5.918, 290, 0.0857, None, None, None, None, None
6.000, 294, None, 1.0230, 0.4500, 0.6870, 0.5438, 0.9083
6.122, 300, 0.0716, None, None, None, None, None
6.327, 310, 0.0610, None, None, None, None, None
6.531, 320, 0.1418, None, None, None, None, None
6.735, 330, 0.1210, None, None, None, None, None
6.939, 340, 0.0635, None, None, None, None, None
7.000, 343, None, 1.2431, 0.5889, 0.7583, 0.6630, 0.9332
7.143, 350, 0.0453, None, None, None, None, None
7.347, 360, 0.0914, None, None, None, None, None
7.551, 370, 0.0677, None, None, None, None, None
7.755, 380, 0.0451, None, None, None, None, None
7.959, 390, 0.0172, None, None, None, None, None
8.000, 392, None, 1.3358, 0.6146, 0.7506, 0.6758, 0.9370
8.163, 400, 0.0436, None, None, None, None, None
8.367, 410, 0.0149, None, None, None, None, None
8.571, 420, 0.0327, None, None, None, None, None
8.776, 430, 0.0686, None, None, None, None, None
8.980, 440, 0.0588, None, None, None, None, None
9.000, 441, None, 1.4898, 0.6391, 0.7481, 0.6893, 0.9388
9.184, 450, 0.0397, None, None, None, None, None
9.388, 460, 0.0202, None, None, None, None, None
9.592, 470, 0.0420, None, None, None, None, None
9.796, 480, 0.0273, None, None, None, None, None
10.000, 490, 0.0393, None, None, None, None, None
10.000, 490, None, 1.4945, 0.6507, 0.7583, 0.7004, 0.9393
10.000, 490, None, None, None, None, None, None
10.000, 490, None, 1.4945, 0.6507, 0.7583, 0.7004, 0.9393

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "cosine",
  "fold": 1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.417, 10, 3.1896, None, None, None, None, None
0.833, 20, 2.9780, None, None, None, None, None
1.000, 24, None, 2.7847, 0.0065, 0.0596, 0.0117, 0.0302
1.250, 30, 2.6693, None, None, None, None, None
1.667, 40, 2.5192, None, None, None, None, None
2.000, 48, None, 2.1416, 0.0258, 0.2043, 0.0459, 0.4254
2.083, 50, 2.0681, None, None, None, None, None
2.500, 60, 1.4321, None, None, None, None, None
2.917, 70, 1.1281, None, None, None, None, None
3.000, 72, None, 1.5302, 0.0621, 0.3532, 0.1057, 0.3246
3.333, 80, 0.8541, None, None, None, None, None
3.750, 90, 0.6273, None, None, None, None, None
4.000, 96, None, 1.2518, 0.1147, 0.4426, 0.1822, 0.6952
4.167, 100, 0.4035, None, None, None, None, None
4.583, 110, 0.2711, None, None, None, None, None
5.000, 120, 0.2625, None, None, None, None, None
5.000, 120, None, 1.3348, 0.1577, 0.4638, 0.2354, 0.7509
5.417, 130, 0.1259, None, None, None, None, None
5.833, 140, 0.1339, None, None, None, None, None
6.000, 144, None, 1.3857, 0.2896, 0.5489, 0.3791, 0.8606
6.250, 150, 0.0900, None, None, None, None, None
6.667, 160, 0.0767, None, None, None, None, None
7.000, 168, None, 1.5545, 0.3147, 0.5043, 0.3876, 0.8863
7.083, 170, 0.0692, None, None, None, None, None
7.500, 180, 0.0485, None, None, None, None, None
7.917, 190, 0.0431, None, None, None, None, None
8.000, 192, None, 1.6230, 0.3466, 0.5553, 0.4268, 0.8941
8.333, 200, 0.0343, None, None, None, None, None
8.750, 210, 0.0403, None, None, None, None, None
9.000, 216, None, 1.6461, 0.3920, 0.5638, 0.4625, 0.9084
9.167, 220, 0.0294, None, None, None, None, None
9.583, 230, 0.0329, None, None, None, None, None
10.000, 240, 0.0274, None, None, None, None, None
10.000, 240, None, 1.6736, 0.3967, 0.5638, 0.4657, 0.9097
10.000, 240, None, None, None, None, None, None
10.000, 240, None, 1.6736, 0.3967, 0.5638, 0.4657, 0.9097

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "cosine",
  "fold": 2
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.400, 10, 3.1879, None, None, None, None, None
0.800, 20, 2.8791, None, None, None, None, None
1.000, 25, None, 2.6181, 0.0237, 0.2178, 0.0427, 0.3567
1.200, 30, 2.4928, None, None, None, None, None
1.600, 40, 2.0233, None, None, None, None, None
2.000, 50, 1.5537, None, None, None, None, None
2.000, 50, None, 1.9755, 0.0695, 0.3696, 0.1171, 0.5989
2.400, 60, 0.8671, None, None, None, None, None
2.800, 70, 0.7436, None, None, None, None, None
3.000, 75, None, 1.4184, 0.1136, 0.5559, 0.1887, 0.4855
3.200, 80, 0.4853, None, None, None, None, None
3.600, 90, 0.3783, None, None, None, None, None
4.000, 100, 0.3955, None, None, None, None, None
4.000, 100, None, 1.5645, 0.1711, 0.5759, 0.2638, 0.5825
4.400, 110, 0.1486, None, None, None, None, None
4.800, 120, 0.2475, None, None, None, None, None
5.000, 125, None, 1.3224, 0.2027, 0.6046, 0.3036, 0.7677
5.200, 130, 0.1918, None, None, None, None, None
5.600, 140, 0.1151, None, None, None, None, None
6.000, 150, 0.1601, None, None, None, None, None
6.000, 150, None, 1.3910, 0.3012, 0.6275, 0.4071, 0.8435
6.400, 160, 0.0923, None, None, None, None, None
6.800, 170, 0.1701, None, None, None, None, None
7.000, 175, None, 1.7612, 0.3655, 0.6074, 0.4564, 0.8798
7.200, 180, 0.1236, None, None, None, None, None
7.600, 190, 0.0517, None, None, None, None, None
8.000, 200, 0.0698, None, None, None, None, None
8.000, 200, None, 1.7823, 0.4167, 0.6447, 0.5062, 0.8900
8.400, 210, 0.0436, None, None, None, None, None
8.800, 220, 0.0642, None, None, None, None, None
9.000, 225, None, 1.8959, 0.4395, 0.6447, 0.5226, 0.8976
9.200, 230, 0.0368, None, None, None, None, None
9.600, 240, 0.0211, None, None, None, None, None
10.000, 250, 0.0404, None, None, None, None, None
10.000, 250, None, 1.8939, 0.4403, 0.6447, 0.5233, 0.8972
10.000, 250, None, None, None, None, None, None
10.000, 250, None, 1.8939, 0.4403, 0.6447, 0.5233, 0.8972

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "cosine",
  "fold": 3
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.400, 10, 3.1705, None, None, None, None, None
0.800, 20, 2.8319, None, None, None, None, None
1.000, 25, None, 2.3757, 0.0245, 0.1949, 0.0435, 0.3012
1.200, 30, 2.5458, None, None, None, None, None
1.600, 40, 2.0985, None, None, None, None, None
2.000, 50, 1.7232, None, None, None, None, None
2.000, 50, None, 1.3717, 0.0547, 0.3469, 0.0945, 0.3063
2.400, 60, 1.0022, None, None, None, None, None
2.800, 70, 0.9697, None, None, None, None, None
3.000, 75, None, 1.0094, 0.1387, 0.5803, 0.2239, 0.6403
3.200, 80, 0.5538, None, None, None, None, None
3.600, 90, 0.3889, None, None, None, None, None
4.000, 100, 0.4835, None, None, None, None, None
4.000, 100, None, 0.7449, 0.1411, 0.5375, 0.2235, 0.6383
4.400, 110, 0.2901, None, None, None, None, None
4.800, 120, 0.2695, None, None, None, None, None
5.000, 125, None, 0.7058, 0.2072, 0.6617, 0.3156, 0.6859
5.200, 130, 0.2174, None, None, None, None, None
5.600, 140, 0.1603, None, None, None, None, None
6.000, 150, 0.0894, None, None, None, None, None
6.000, 150, None, 0.6974, 0.3580, 0.6831, 0.4698, 0.8731
6.400, 160, 0.0846, None, None, None, None, None
6.800, 170, 0.1335, None, None, None, None, None
7.000, 175, None, 0.6764, 0.3829, 0.7173, 0.4993, 0.8648
7.200, 180, 0.0759, None, None, None, None, None
7.600, 190, 0.0679, None, None, None, None, None
8.000, 200, 0.0890, None, None, None, None, None
8.000, 200, None, 0.7114, 0.4607, 0.7281, 0.5643, 0.9060
8.400, 210, 0.0529, None, None, None, None, None
8.800, 220, 0.0333, None, None, None, None, None
9.000, 225, None, 0.7413, 0.4772, 0.7173, 0.5731, 0.9147
9.200, 230, 0.0790, None, None, None, None, None
9.600, 240, 0.0255, None, None, None, None, None
10.000, 250, 0.0490, None, None, None, None, None
10.000, 250, None, 0.7475, 0.4842, 0.7216, 0.5795, 0.9166
10.000, 250, None, None, None, None, None, None
10.000, 250, None, 0.7475, 0.4842, 0.7216, 0.5795, 0.9166

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "cosine",
  "fold": 4
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.400, 10, 3.1597, None, None, None, None, None
0.800, 20, 2.8584, None, None, None, None, None
1.000, 25, None, 2.5804, 0.0123, 0.1203, 0.0224, 0.3366
1.200, 30, 2.4983, None, None, None, None, None
1.600, 40, 2.2078, None, None, None, None, None
2.000, 50, 1.9912, None, None, None, None, None
2.000, 50, None, 1.9118, 0.0481, 0.3033, 0.0830, 0.5144
2.400, 60, 1.2864, None, None, None, None, None
2.800, 70, 1.0629, None, None, None, None, None
3.000, 75, None, 1.4806, 0.0777, 0.4060, 0.1304, 0.3945
3.200, 80, 0.7783, None, None, None, None, None
3.600, 90, 0.5755, None, None, None, None, None
4.000, 100, 0.4736, None, None, None, None, None
4.000, 100, None, 1.6609, 0.0872, 0.4612, 0.1467, 0.5453
4.400, 110, 0.3072, None, None, None, None, None
4.800, 120, 0.3687, None, None, None, None, None
5.000, 125, None, 1.5798, 0.2055, 0.5088, 0.2927, 0.8453
5.200, 130, 0.2600, None, None, None, None, None
5.600, 140, 0.2201, None, None, None, None, None
6.000, 150, 0.1363, None, None, None, None, None
6.000, 150, None, 1.7689, 0.3027, 0.5689, 0.3951, 0.8880
6.400, 160, 0.1172, None, None, None, None, None
6.800, 170, 0.1262, None, None, None, None, None
7.000, 175, None, 1.6995, 0.2861, 0.5664, 0.3802, 0.8682
7.200, 180, 0.0987, None, None, None, None, None
7.600, 190, 0.0661, None, None, None, None, None
8.000, 200, 0.0605, None, None, None, None, None
8.000, 200, None, 1.9157, 0.3910, 0.6065, 0.4754, 0.9167
8.400, 210, 0.0435, None, None, None, None, None
8.800, 220, 0.0730, None, None, None, None, None
9.000, 225, None, 2.0669, 0.4107, 0.6341, 0.4985, 0.9129
9.200, 230, 0.0312, None, None, None, None, None
9.600, 240, 0.0308, None, None, None, None, None
10.000, 250, 0.0543, None, None, None, None, None
10.000, 250, None, 2.1161, 0.4389, 0.6391, 0.5204, 0.9223
10.000, 250, None, None, None, None, None, None
10.000, 250, None, 2.1161, 0.4389, 0.6391, 0.5204, 0.9223

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "cosine",
  "fold": 5
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.400, 10, 3.1772, None, None, None, None, None
0.800, 20, 2.9073, None, None, None, None, None
1.000, 25, None, 2.4054, 0.0199, 0.2061, 0.0363, 0.2608
1.200, 30, 2.5178, None, None, None, None, None
1.600, 40, 2.2683, None, None, None, None, None
2.000, 50, 1.9703, None, None, None, None, None
2.000, 50, None, 1.6526, 0.0505, 0.3893, 0.0894, 0.4198
2.400, 60, 1.1840, None, None, None, None, None
2.800, 70, 1.0877, None, None, None, None, None
3.000, 75, None, 1.1874, 0.0998, 0.5394, 0.1685, 0.6314
3.200, 80, 0.7680, None, None, None, None, None
3.600, 90, 0.5081, None, None, None, None, None
4.000, 100, 0.4471, None, None, None, None, None
4.000, 100, None, 0.8135, 0.1550, 0.6005, 0.2463, 0.7092
4.400, 110, 0.2345, None, None, None, None, None
4.800, 120, 0.2443, None, None, None, None, None
5.000, 125, None, 0.9240, 0.1609, 0.5929, 0.2531, 0.6429
5.200, 130, 0.2320, None, None, None, None, None
5.600, 140, 0.2410, None, None, None, None, None
6.000, 150, 0.1289, None, None, None, None, None
6.000, 150, None, 1.0615, 0.2658, 0.6209, 0.3722, 0.8294
6.400, 160, 0.1307, None, None, None, None, None
6.800, 170, 0.0942, None, None, None, None, None
7.000, 175, None, 1.0087, 0.3859, 0.6845, 0.4936, 0.8919
7.200, 180, 0.0894, None, None, None, None, None
7.600, 190, 0.0617, None, None, None, None, None
8.000, 200, 0.0459, None, None, None, None, None
8.000, 200, None, 1.0839, 0.5017, 0.7328, 0.5957, 0.9155
8.400, 210, 0.0365, None, None, None, None, None
8.800, 220, 0.0393, None, None, None, None, None
9.000, 225, None, 1.1860, 0.5118, 0.7201, 0.5983, 0.9199
9.200, 230, 0.0610, None, None, None, None, None
9.600, 240, 0.0355, None, None, None, None, None
10.000, 250, 0.0415, None, None, None, None, None
10.000, 250, None, 1.1890, 0.5154, 0.7226, 0.6017, 0.9193
10.000, 250, None, None, None, None, None, None
10.000, 250, None, 1.1890, 0.5154, 0.7226, 0.6017, 0.9193

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "linear",
  "fold": 1
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.417, 10, 3.1896, None, None, None, None, None
0.833, 20, 2.9719, None, None, None, None, None
1.000, 24, None, 2.6820, 0.0131, 0.1362, 0.0239, 0.2106
1.250, 30, 2.4953, None, None, None, None, None
1.667, 40, 2.2414, None, None, None, None, None
2.000, 48, None, 1.7463, 0.0421, 0.2830, 0.0732, 0.4707
2.083, 50, 1.6931, None, None, None, None, None
2.500, 60, 1.0987, None, None, None, None, None
2.917, 70, 0.8066, None, None, None, None, None
3.000, 72, None, 1.4207, 0.0646, 0.3979, 0.1112, 0.3613
3.333, 80, 0.6050, None, None, None, None, None
3.750, 90, 0.5291, None, None, None, None, None
4.000, 96, None, 1.3394, 0.1129, 0.4085, 0.1769, 0.7269
4.167, 100, 0.3645, None, None, None, None, None
4.583, 110, 0.2869, None, None, None, None, None
5.000, 120, 0.2222, None, None, None, None, None
5.000, 120, None, 1.3603, 0.1257, 0.4511, 0.1967, 0.6705
5.417, 130, 0.1697, None, None, None, None, None
5.833, 140, 0.1267, None, None, None, None, None
6.000, 144, None, 1.6346, 0.2107, 0.4936, 0.2954, 0.8215
6.250, 150, 0.1011, None, None, None, None, None
6.667, 160, 0.1254, None, None, None, None, None
7.000, 168, None, 1.8342, 0.3647, 0.5447, 0.4369, 0.9028
7.083, 170, 0.1167, None, None, None, None, None
7.500, 180, 0.0574, None, None, None, None, None
7.917, 190, 0.0538, None, None, None, None, None
8.000, 192, None, 1.9413, 0.3108, 0.5489, 0.3969, 0.8796
8.333, 200, 0.0459, None, None, None, None, None
8.750, 210, 0.0570, None, None, None, None, None
9.000, 216, None, 1.8660, 0.3846, 0.5745, 0.4608, 0.9012
9.167, 220, 0.0380, None, None, None, None, None
9.583, 230, 0.0363, None, None, None, None, None
10.000, 240, 0.0292, None, None, None, None, None
10.000, 240, None, 1.9459, 0.4132, 0.5723, 0.4799, 0.9114
10.000, 240, None, None, None, None, None, None
10.000, 240, None, 1.9459, 0.4132, 0.5723, 0.4799, 0.9114

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "linear",
  "fold": 2
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.400, 10, 3.1885, None, None, None, None, None
0.800, 20, 2.8717, None, None, None, None, None
1.000, 25, None, 2.7500, 0.0154, 0.1519, 0.0280, 0.2885
1.200, 30, 2.6015, None, None, None, None, None
1.600, 40, 2.3710, None, None, None, None, None
2.000, 50, 1.9379, None, None, None, None, None
2.000, 50, None, 2.4202, 0.0273, 0.2092, 0.0483, 0.4167
2.400, 60, 1.5577, None, None, None, None, None
2.800, 70, 1.2635, None, None, None, None, None
3.000, 75, None, 1.7190, 0.0705, 0.4298, 0.1211, 0.4222
3.200, 80, 0.8630, None, None, None, None, None
3.600, 90, 0.6916, None, None, None, None, None
4.000, 100, 0.5981, None, None, None, None, None
4.000, 100, None, 1.5443, 0.1404, 0.4699, 0.2162, 0.7586
4.400, 110, 0.2841, None, None, None, None, None
4.800, 120, 0.3563, None, None, None, None, None
5.000, 125, None, 1.3058, 0.1608, 0.5645, 0.2503, 0.7189
5.200, 130, 0.3149, None, None, None, None, None
5.600, 140, 0.1923, None, None, None, None, None
6.000, 150, 0.1750, None, None, None, None, None
6.000, 150, None, 1.4024, 0.2401, 0.5731, 0.3384, 0.7979
6.400, 160, 0.1102, None, None, None, None, None
6.800, 170, 0.1407, None, None, None, None, None
7.000, 175, None, 1.4723, 0.2689, 0.5817, 0.3678, 0.8382
7.200, 180, 0.1602, None, None, None, None, None
7.600, 190, 0.0665, None, None, None, None, None
8.000, 200, 0.0891, None, None, None, None, None
8.000, 200, None, 1.7011, 0.3328, 0.5874, 0.4249, 0.8718
8.400, 210, 0.0518, None, None, None, None, None
8.800, 220, 0.1015, None, None, None, None, None
9.000, 225, None, 1.6945, 0.3555, 0.6132, 0.4501, 0.8765
9.200, 230, 0.0518, None, None, None, None, None
9.600, 240, 0.0288, None, None, None, None, None
10.000, 250, 0.0522, None, None, None, None, None
10.000, 250, None, 1.7879, 0.4015, 0.6246, 0.4888, 0.8923
10.000, 250, None, None, None, None, None, None
10.000, 250, None, 1.7879, 0.4015, 0.6246, 0.4888, 0.8923

# Starting new run with hyperparams:
{
  "learning_rate": 3e-05,
  "batch_size": 2,
  "epochs": 10,
  "weight_decay": 0.1,
  "dropout_rate": 0.1,
  "gradient_accumulation_steps": 1,
  "warmup_ratio": 0.2,
  "lr_scheduler": "linear",
  "fold": 3
}
epoch,step,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.400, 10, 3.1708, None, None, None, None, None
0.800, 20, 2.8325, None, None, None, None, None
1.000, 25, None, 2.4547, 0.0285, 0.2141, 0.0504, 0.3068
1.200, 30, 2.5494, None, None, None, None, None
